Branch;Deal Expense Code;Deal Name;Deal Internal ID;Contrato;Admin Agent;Fac Name;FAC FCN;FAC Internal ID;Fac Effective Date;Deal Status;Fac Primary Borrower LegalName;Codigo GLS;Fac Maturity Date;Fac Currency;Fac Risk Type;FAC Status;Fac Global Commitment;Fac Santander Commitment;FAC Global Outstanding Amount;FAC Host Bank Share Gross Outstanding;FAC Global Available to Draw;FAC Host Bank Gross Available to Draw;FAC Type;FAC Guarantee Type
SAN  ;100011;MALTERIA DO VALE 609,14M USD 23/12/08   ;#F91CC5T;4917971600000300;BANCO SANTANDER, S.A.         ;MALTERIA / FROLICH            ;2122010114500;#F91CCEH;39888;Terminated;MALTERIA SOUFFLET BRASIL LTDA;MUYG                ;41674;USD;Buyer's Credit;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100011;MEGA FRESCOS 1,9MM USD 30/01/07         ;#F91CCR3;4917971600000310;BANCO SANTANDER, S.A.         ;MEGAFRESCOS                   ;2122010120000;#F91CDDY;39300;Terminated;MEGAFRESCOS DEL BAJIO SA DE CV, GUANAJUATO;NMYZ                ;41254;USD;Buyer's Credit;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100011;MINIGRIP MEX 2,13MM USD 09/08/06        ;#F91CDM3;4917971600000350;BANCO SANTANDER, S.A.         ;MINIGRIP                      ;7122010150000;#F91CDS1;39027;Terminated;MINI GRIP DE MEXICO SA DE CV;MKEZ                ;40862;USD;Buyer's Credit;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100011;PROD AGRIC ALAMOS 582,25M USD 14/11/07  ;#F91CENN;4917971600000320;BANCO SANTANDER, S.A.         ;PRODUCTORA LOS ALAMOS         ;2122010121300;#F91CETC;39483;Closed;PRODUCTORA AGRICOLA LOS ALAMOS SPR DE RL;PJ2G                ;41377;USD;Buyer's Credit;ACTIVE;0;0;0;0;0;0;Term                                              ;
SAN  ;100011;RANCHO MEDIO KILO 650,82M USD 15/06/06  ;#F91CFM6;4917971600000160;BANCO SANTANDER, S.A.         ;RANCHO MEDIO KILO             ;15102010103500;#F91CFQF;38915;Terminated;RANCHO MEDIO KILO SPR, AGUASCALIENTES;RMKS                ;40770;USD;Buyer's Credit;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100002;ARABA EUR 66M 20/03/06 (TB)             ;#GAP488Z; ;SANCVIT-CAJA AH. DE VITORIA Y ;ARABA-66A-2097                ;22722414028203;#GAP48B2;38796;Closed;ARABA LOGISTICA S.A.;WSLS                ;46101;EUR;Syndicated Loan Investment Portfolio;ACTIVE;5144878,14;5144878,14;5144878,14;5144878,14;0;0;Term                                              ;
SAN  ;100004;AERNNOVA EUR18MM 11/04/11(MIG) (TB)     ;#GAP497M;4902461600000130;SANCAIX-CAIXA DESTALVIS I PEN ;AERNNO-18A-2100               ;17102013093500;#GAP49CK;40644;Terminated;AERNNOVA AEROSPACE S.A.;GASN                ;43217;EUR;Syndicated Loan Investment Portfolio;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100002;SIBERIA SOLAR EUR29MM 17/11/11 (TB)     ;#GAP4A6G; ;BANCO SANTANDER, S.A.         ;SIBERIA - 29A-030             ;2782610212047;#GAP4AC1;40864;Closed;SIBERIA SOLAR S.L.;WA92                ;45978;EUR;Syndicated Loan Investment Portfolio;ACTIVE;24924938,78;12462469,38;24924938,78;12462469,38;0;0;Term                                              ;
SAN  ;100004;APLICACION METALES SINT 22MMEUR 18/06/14;#GB77IVC; ;SANBBVD-BANCO BILBAO VIZCAYA  ;TRAMO A                       ;18062112085512;#GB77J2F;41808;Closed;APLICACIONES DE METALES SINTERIZ;YDMS                ;43634;EUR;Syndicated Credit Investment Portfolio;ACTIVE;3285537,9;821384,48;3285537,9;821384,48;0;0;Term                                              ;
SAN  ;100004;APLICACION METALES SINT 22MMEUR 18/06/14;#GB77IVC; ;SANBBVD-BANCO BILBAO VIZCAYA  ;TRAMO B                       ;18062612085539;#GB77J6Z;41808;Closed;APLICACIONES DE METALES SINTERIZ;YDMS                ;42173;EUR;Syndicated Loan Investment Portfolio;ACTIVE;18000000;4500000;8500000;2125000;9500000;2375000;Revolver                                          ;
SANLN;500004;VODAFONE GROUP EUR 4BN 01JUL10          ;#H94SHS1;1110000727;SANRR8S-ROYAL BANK OF SCOTLAN ;REVOLVING / SWINGLINE FACILITY;49020720101711;#H94SIIV;40360;Terminated;VODAFONE GROUP PLC, NEWBURY;5VDF                ;40361;EUR;Investment Credits;TERMINATED;0;0;;;0;0;Revolver                                          ;
ABNTS;300002;SPARMAX LIMTED 231211 GBP 20M           ;#H9WTKUV;;ABBEY ANTS                    ;DEVELOPMENT FACILITY          ;32312111415;#H9WTKVV;40900;Terminated;SPARMAX LIMITED;TNAF                ;40901;GBP;Loans;TERMINATED;0;0;;;0;0;Term                                              ;
ABNTS;300004;MITIE GROUP PLC GBP 275MM 17JUL14 (MRL) ;#HB8R42F;;SANLOYX-LLOYDS BANK PLC.      ;FACILITY A                    ;49180720140923;#HB8R43N;41843;Terminated;MITIE GROUP PLC;Q538                ;41864;GBP;Loans - Revolving;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SANLN;500006;BANCO VOTORANTIM USD 0.4M 25FEB14 MAPS  ;#JB1GDV2;1110000936;SANBDSD-BANCO SANTANDER LONDR ;UNCOMMITED TERM FACILITY      ;49260220141240;#JB1GDWB;41697;Terminated;BANCO VOTORANTIM SA;BVOT                ;41866;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
ABNTS;300020;DOWNING STUDENT HOPE PLACE GBP4M 11FEB14;#JB1GFAA;;ABBEY ANTS                    ;DEVELOPMENT FACILITY          ;49260220141316;#JB1GFIG;41681;Terminated;DOWNING STUDENTS HOPE PLACE LIVERPOOL LTD PART INCORP NON MIFID;Z8DH                ;42104;GBP;Loans - Long Term;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100011;BLUE TURBO1 USD 165MM 14/10/2011 SIND   ;#K9T2D9G;4917971600000600;SANDEUP-DEUTSCHE BANK         ;BLUE TURBO 1 COFACE           ;17102011144900;#K9T2EJV;40830;Closed;BLUE TURBO 1 FINANCE LIMITED;IW4E                ;45580;USD;Syndicated Buyer's Credit;ACTIVE;67115063,79;33557531,9;134230127,58;67115063,8;0;0;Term                                              ;SAS Pers Guarnt NoResident
SAN  ;100011;BLUE TURBO1 USD 165MM 14/10/2011 SIND   ;#K9T2D9G;4917971600000600;SANDEUP-DEUTSCHE BANK         ;BLUE TURBO 1 COFACE           ;17102011144900;#K9T2EJV;40830;Closed;BLUE TURBO 1 FINANCE LIMITED;IW4E                ;45580;USD;Syndicated Buyer's Credit;ACTIVE;67115063,79;33557531,9;134230127,58;67115063,8;0;0;Term                                              ;SAS AVAL ECA Extranjera
SAN  ;100011;BLUE TURBO1 USD 165MM 14/10/2011 SIND   ;#K9T2D9G;4917971600000600;SANDEUP-DEUTSCHE BANK         ;BLUE TURBO 1 SACE             ;17102011145400;#K9T2ER8;40830;Closed;BLUE TURBO 1 FINANCE LIMITED;IW4E                ;45580;USD;Syndicated Buyer's Credit;ACTIVE;67115063,79;33557531,9;134230127,58;67115063,8;0;0;Term                                              ;SAS AVAL ECA Extranjera
SAN  ;100011;BLUE TURBO1 USD 165MM 14/10/2011 SIND   ;#K9T2D9G;4917971600000600;SANDEUP-DEUTSCHE BANK         ;BLUE TURBO 1 SACE             ;17102011145400;#K9T2ER8;40830;Closed;BLUE TURBO 1 FINANCE LIMITED;IW4E                ;45580;USD;Syndicated Buyer's Credit;ACTIVE;67115063,79;33557531,9;134230127,58;67115063,8;0;0;Term                                              ;SAS Pers Guarnt NoResident
SAN  ;100011;VOLKSWAGEN MEX  197MM EUR 21/06/10 SIND ;#K9T2IY8;4917971600000610;BANCO SANTANDER, S.A.         ;VOLKSWAGEN MEX 197MM EUR      ;17102011164500;#K9T2JVI;40464;Closed;VOLKSWAGEN DE MEXICO S.A. DE C.V.;VOLM                ;43920;USD;Syndicated Buyer's Credit;ACTIVE;126408123,23;75844873,96;126408123,23;75844873,94;0;0;Term                                              ;
SAN  ;100004;SOL MELIA SA EUR 275MM 05/08/10         ;#OA99DNJ; ;BANCO SANTANDER, S.A.         ;TRAMO A1                      ;18532610448545;#OA99DYN;40997;Terminated;MELIA HOTELS INTERNATIONAL S.A.;SOLM                ;41842;EUR;Syndicated Loan Investment Portfolio;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100004;SOL MELIA SA EUR 275MM 05/08/10         ;#OA99DNJ; ;BANCO SANTANDER, S.A.         ;TRAMO A2                      ;18532410448553;#OA99EPT;41015;Terminated;MELIA HOTELS INTERNATIONAL S.A.;SOLM                ;41842;EUR;Syndicated Loan Investment Portfolio;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100004;SOL MELIA SA EUR 275MM 05/08/10         ;#OA99DNJ; ;BANCO SANTANDER, S.A.         ;TRAMO A3                      ;18532210448561;#OA99EQU;40997;Terminated;MELIA HOTELS INTERNATIONAL S.A.;SOLM                ;41842;EUR;Syndicated Credit Investment Portfolio;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SAN  ;100004;SOL MELIA SA EUR 275MM 05/08/10         ;#OA99DNJ; ;BANCO SANTANDER, S.A.         ;TRAMO B                       ;18532510448570;#OA99ESO;40996;Terminated;MELIA HOTELS INTERNATIONAL S.A.;SOLM                ;41842;EUR;Syndicated Loan Investment Portfolio;TERMINATED;0;0;0;0;0;0;Term                                              ;
SANLN;500006;BANCO BRADESCO USD 10M 28AUG14 MAPS     ;#PBB4BL5;1110001008;SANBDSD-BANCO SANTANDER LONDR ;UNCOMMITED TERM FACILITY      ;49020920114093;#PBB4BMH;41884;Terminated;BANCO BRADESCO SA, SAU PAULO;BRAD                ;41974;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SANLN;500001;YORKSHIRE WATER SERV GBP 580 MM 26/11/07;#Q8SFI47;1110000569;SANRR8S-ROYAL BANK OF SCOTLAN ;CAPEX FACILITY                ;49041120091000;#Q8SFIIW;39412;Terminated;YORKSHIRE WATER SERVICES LTD;Y00U                ;40542;GBP;Investment Credits;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SANLN;500001;YORKSHIRE WATER SERV GBP 580 MM 26/11/07;#Q8SFI47;1110000569;SANRR8S-ROYAL BANK OF SCOTLAN ;REVOLVING FACILITY            ;49041120091055;#Q8SFKXA;39412;Terminated;YORKSHIRE WATER SERVICES LTD;Y00U                ;40542;GBP;Investment Credits;TERMINATED;0;0;;;0;0;Revolver                                          ;
SAN  ;100004;TELLO EUR 21MM 22/12/03 (TB)            ;#QAPW10Y; ;SANCACM-BANCO DE CASTILLA-LA  ;INCAR-21E-2105                ;21002414000070;#QAPW1BB;37977;Terminated;INDUSTRIAS CARNICAS TELLO S.A.;03G9                ;41631;EUR;Syndicated Loan Investment Portfolio;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100002;ESQUILVENT SLU EUR 30MM 30/12/10(TB)    ;#QAPW2CT; ;SANBSAB-BANCO DE SABADELL S.A ;ESQUILVEN-SEN-81              ;21482414000090;P0APW6GQ;40373;Closed;ESQUILVENT S.L.;WENI                ;46948;EUR;Syndicated Loan Investment Portfolio;ACTIVE;123774152,43;14705839,87;123774152,43;14705839,87;0;0;Revolver                                          ;
SAN  ;100010;BANCO VOTORANTIN 4M USD                 ;#QB24E84;4917971600000780;BANCO SANTANDER, S.A.         ;VOTORANTIN 674920             ;11032014124800;#QB24EG0;41379;Terminated;BANCO VOTORANTIM SA;BVOT                ;41746;USD;Singular Import Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;BANCO VOTORANTIN 4M USD                 ;#QB24E84;4917971600000780;BANCO SANTANDER, S.A.         ;VOTORANTIN 674920             ;11032014124800;#QB24EG0;41379;Terminated;BANCO VOTORANTIM SA;BVOT                ;41746;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;DESCUENTO L/C EXPORT CLIENTE 620063,178 ;#QB24HHL;4917971600000780;BANCO SANTANDER, S.A.         ;DESCUENTO L/C 620063          ;11032014130500;#QB24HPF;41626;Terminated;BANCO ESPANOL DE CREDITO, MADRID;BECM                ;41736;EUR;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;DESCUENTO L/C EXPORT CLIENTE 630199,178 ;#QB24KRI;4917971600000790;BANCO SANTANDER, S.A.         ;TURKIYE IS BANKASI 630199,178 ;11032014142000;#QB24L5T;41492;Terminated;TURKIYE IS BANKASI AS;IBIT                ;41786;EUR;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100010;TURKIYE IS BANKASI USD 20M 17/04/13 (TB);#QB24LY4;4917971600000790;BANCO SANTANDER, S.A.         ;TURKIYE IS BANKASI 689173.178 ;11032014143900;#QB24M1Y;41381;Terminated;TURKIYE IS BANKASI A.S. LONDON;ISBL                ;41747;USD;Singular Import Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
ABPLC;300018;SAMIR SA 555MM 11APR14                  ;#QB7UFY6;;SANEXTP-NATIXIS S.A           ;NON RECOURSE                  ;49300620141827;#QB7UGML;41821;Closed;SOCIETE ANONYME MAROCAINE DE LA INDUSTRIE DU RAFFINAGE SAMIR;ZVX6                ;42369;USD;Loans;ACTIVE;107361331,27;13549739;107361331,27;13547171,14;0;0;Term                                              ;
ABPLC;300018;SAMIR SA 555MM 11APR14                  ;#QB7UFY6;;SANEXTP-NATIXIS S.A           ;RECOURSE                      ;49300620141850;#QB7UHOW;41821;Closed;SOCIETE ANONYME MAROCAINE DE LA INDUSTRIE DU RAFFINAGE SAMIR;ZVX6                ;42369;USD;Loans;ACTIVE;12570052,38;1586126,49;11865662,91;1497244,54;0;0;Term                                              ;SAS Pers Guarnt Resident
ABNTS;300004;NORTH WEST ELECTRICITY GBP200MM 27JUN14 ;#QB7UL0R;;BDSD - BANCO SANTANDER LONDRES;TERM FACILITY                 ;49300620142007;#QB7UL9E;41817;Closed;NORTH WEST ELECTRICITY NETWORKS LIMITED;QIFQ                ;42734;GBP;Loans - Long Term;ACTIVE;0;0;;;0;0;Term                                              ;
SAN  ;100004;DIA 400MM EUR  03JUL14 (MIG)            ;#QB7UMGO;4915001601189480;SANSGBD-SOCIETE GENERALE SUCU ;RCF FACILITY                  ;49300620142043;#QB7UMXA;41823;Closed;DIA (DISTRIBUIDORA INTERN. ALIMENTARIA), MADRID;5DAI                ;43649;EUR;Syndicated Credit Investment Portfolio;ACTIVE;400000000;30000000;100000000;7500000;300000000;22500000;Revolver                                          ;
SAN  ;100004;PREFABRICADOS AGRICOLA EUR 32MM 13/10/10;#R99TK9W; ;SANBBVD-BANCO BILBAO VIZCAYA  ;TRAMO A                       ;18242010371044;#R99TKGH;40464;Terminated;PREFABRICADOS AGRICOLAS E,ZARAGO;PAER                ;43386;EUR;Syndicated Loan Investment Portfolio;TERMINATED;0;0;0;0;0;0;Revolver/Term                                     ;
SAN  ;100004;PREFABRICADOS AGRICOLA EUR 32MM 13/10/10;#R99TK9W; ;SANBBVD-BANCO BILBAO VIZCAYA  ;TRAMO A                       ;18242010371044;#R99TKGH;40464;Terminated;PREFABRICADOS AGRICOLAS E,ZARAGO;PAER                ;43386;EUR;Loans;TERMINATED;0;0;0;0;0;0;Revolver/Term                                     ;
SAN  ;100004;PREFABRICADOS AGRICOLA EUR 32MM 13/10/10;#R99TK9W; ;SANBBVD-BANCO BILBAO VIZCAYA  ;TRAMO B                       ;18242910371052;#R99TKLF;40464;Terminated;PREFABRICADOS AGRICOLAS E,ZARAGO;PAER                ;43386;EUR;Syndicated Loan Investment Portfolio;TERMINATED;0;0;0;0;0;0;Revolver/Term                                     ;
SAN  ;100004;PREFABRICADOS AGRICOLA EUR 32MM 13/10/10;#R99TK9W; ;SANBBVD-BANCO BILBAO VIZCAYA  ;TRAMO B                       ;18242910371052;#R99TKLF;40464;Terminated;PREFABRICADOS AGRICOLAS E,ZARAGO;PAER                ;43386;EUR;Loans;TERMINATED;0;0;0;0;0;0;Revolver/Term                                     ;
SAN  ;100004;CLINICA ENCARNACION 14MM  EUR 24/12/07  ;#S829ECM; ;BANCO SANTANDER, S.A.         ;TRAMO PRESTAMO                ;59672616050330;1:829GBL;39440;Closed;INVERBUPE S.L.,MALAGA;I0S9                ;46383;EUR;Syndicated Loan Investment Portfolio;ACTIVE;13999998,49;7000000;13999998,48;6999999,99;0;0;Term                                              ;
SAN  ;100004;CLINICA ENCARNACION 14MM  EUR 24/12/07  ;#S829ECM; ;BANCO SANTANDER, S.A.         ;TRAMO PRESTAMO                ;59672616050330;1:829GBL;39440;Closed;INVERBUPE S.L.,MALAGA;I0S9                ;46383;EUR;Loans;ACTIVE;13999998,49;7000000;13999998,48;6999999,99;0;0;Term                                              ;
SAN  ;100011;FROSAITOMI USD 806M 30JAN15 (1797)      ;#TBIZW39;4917971600000940;SANCEPC-CITIBANK INTERNATIONA ;TERM FACILITY PROSAITOMI      ;49020220151311;#TBIZWNU;42034;Closed;FROSAITOMI FINANCE LTD;9WOU                ;43472;EUR;Buyer's Credit;ACTIVE;806088043;0,01;;;806088043;0,01;Term                                              ;
ABNTS;300006;HIGHTOWN PRAETORIAN                     ;#VAXG1NR;;ABBEY ANTS                    ;FACILITY A                    ;49101220131522;#VAXG1O1;39069;Closed;HIGHTOWN PRAETORIAN + CHCH HSG ASSOC LTD;HP0Q                ;50027;GBP;Loans;ACTIVE;35000000;35000000;35000000;35000000;0;0;Term                                              ;
ABNTS;300006;HIGHTOWN PRAETORIAN                     ;#VAXG1NR;;ABBEY ANTS                    ;FACILITY A                    ;49101220131522;#VAXG1O1;39069;Closed;HIGHTOWN PRAETORIAN + CHCH HSG ASSOC LTD;HP0Q                ;50027;GBP;Bilateral Loans;ACTIVE;35000000;35000000;35000000;35000000;0;0;Term                                              ;
ABNTS;300006;HIGHTOWN PRAETORIAN                     ;#VAXG1NR;;ABBEY ANTS                    ;TRANCHE D                     ;49101220131525;#VAXG1PZ;40644;Closed;HIGHTOWN PRAETORIAN + CHCH HSG ASSOC LTD;HP0Q                ;42710;GBP;Loans;ACTIVE;50000000;50000000;25000000;25000000;25000000;25000000;Revolver                                          ;
SAN  ;100001;TELEFONICA EUROPE-GBP7B 07/12/06-TRADING;#Y9K7YYA; ;SANCEPC-CITIBANK INTERNATIONA ;TRAMO D                       ;49201104281606;#Y9K7ZNK;39065;Terminated;TELEFONICA EUROPE BV,XX AMSTERDAM;TEBE                ;41257;GBP;Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100001;TELEFONICA EUROPE-GBP7B 07/12/06-TRADING;#Y9K7YYA; ;SANCEPC-CITIBANK INTERNATIONA ;TRAMO E                       ;49201104281608;#Y9K7ZO0;39065;Terminated;TELEFONICA EUROPE BV,XX AMSTERDAM;TEBE                ;41621;GBP;Loans;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SANLN;500008;OJSC (ROSNEF) USD2.850MM 14/07/08       ;"+;8REP3S";1110000646;SANBARA-DEUTSCHE BANK AG AMST ;LOAN FACILITY                 ;49151020091326;"+;8REQSB";39645;Terminated;OJSC NEFTENAIYA COMPANIYA ROSNEFT,MOSCOW (DO NOT USE);ONCR                ;41470;USD;Singular Export Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SANLN;500008;TAM FINANCIAL 2USD117,072,876.87 18DEC07;"+;8REWR5";1110000647;SANPARN-BNP PARIBAS USA, NEW  ;CREDIT FACILITY               ;49151020091550;"+;8REXGZ";39434;Terminated;TAM FINANCIAL SERVICES 2 LIMITED,GEORGETOWN;TF29                ;40543;USD;Investment Credits;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SANLN;500006;BANCO SAFRA USD 10MM 23DEC14            ;"+;BH7FHL";1110001069;SANBDSD-BANCO SANTANDER LONDR ;BILATERAL TERM FACILITY       ;49291220141739;"+;BH7FPB";42002;Closed;BANCO SAFRA SA LUXEMBURGO BRANCH;0G2Z                ;42361;USD;Singular Export Finance;ACTIVE;10000000;10000000;10000000;10000000;0;0;Term                                              ;
SAN  ;100004;WHITE LINE 10MM EUR 14/07/08            ;+:83W7JY;;BANCO SANTANDER, S.A.         ;TRAMO A                       ;18862610701225;+:83W9XC;39643;Terminated;WHITE LINE INVERSIONS AND HOLDING SL;WLIA                ;40373;EUR;Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
SANLN;500002;SPANISH EGYPTIAN GAS USD 50MM  27/07/07 ;+:8QXS4X;1110000607;SANDKBO-MIZUHO BANK LTD, LOND ;WORKING CAPITAL FACILITY      ;49061020090940;+:8QXSI6;39290;Terminated;SPANISH EGYPTIAN GAS COMPANY SAE;SEGD                ;41137;USD;Investment Credits;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SANLN;500002;SPANISH EGYPTIAN GAS USD 50MM  27/07/07 ;+:8QXS4X;1110000607;SANDKBO-MIZUHO BANK LTD, LOND ;WORKING CAPITAL FACILITY      ;49061020090940;+:8QXSI6;39290;Terminated;SPANISH EGYPTIAN GAS COMPANY SAE;SEGD                ;41137;USD;Investment Loans;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SANLN;500002;SPANISH EGYPTIAN G. USD 720MM  27/07/07 ;+:8QXT0U;1110000606;SANRR8S-ROYAL BANK OF SCOTLAN ;TERM LOAN                     ;49061020091010;+:8QXTBA;39310;Closed;SPANISH EGYPTIAN GAS COMPANY SAE;SEGD                ;44819;USD;Investment Loans;ACTIVE;406156224,82;17595215,66;406156224,8;17595215,66;0;0;Term                                              ;
SANLN;500002;SPANISH EGYPTIAN G. USD 720MM  27/07/07 ;+:8QXT0U;1110000606;SANRR8S-ROYAL BANK OF SCOTLAN ;EIBA                          ;49110320101234;IK8YYW96;39310;Closed;SPANISH EGYPTIAN GAS COMPANY SAE;SEGD                ;44819;USD;Stand By Letter of Credit SAS;TERMINATED;0;0;;;0;0;Standby/Accpts/Guarantees                         ;
SANLN;500002;SPANISH EGYPTIAN G. USD 720MM  27/07/07 ;+:8QXT0U;1110000606;SANRR8S-ROYAL BANK OF SCOTLAN ;EIBE                          ;49110320101246;IK8YYWU3;39310;Closed;SPANISH EGYPTIAN GAS COMPANY SAE;SEGD                ;44819;USD;Stand By Letter of Credit SAS;TERMINATED;0;0;;;0;0;Standby/Accpts/Guarantees                         ;
SANLN;500004;SKANSKA FINANCIAL SER EUR 750MM 27/06/07;+:8QXZ00;1110000608;SANSEBI-SKANDINAVISKA ENSK BK ;MULTICURRENCY CREDIT FACILITY ;49061020091245;+:8QY0QJ;39260;Terminated;SKANSKA FINANCIAL SERVICES AB,SOLNA;SFSB                ;41073;EUR;Investment Credits;TERMINATED;0;0;;;0;0;Revolver                                          ;
SANLN;500001;KELDA HOLDCO LTD GBP 1.041MM 26/11/07   ;+:8QYAAN;1110000609;SANRR8S-ROYAL BANK OF SCOTLAN ;TERM FACILITY                 ;49061020091650;+:8QYCAN;39486;Terminated;SKELDERGATE HOLDCO LIMITED;SKRI                ;40542;GBP;Investment Loans;TERMINATED;0;0;0;0;0;0;Term                                              ;
SANLN;500004;ASSOC. BRITISH FOODS USD1,201MM 12/10/06;+:8QYEB6;1110000610;SANLOYM-LLOYDS TSB BANK PLC,  ;CREDIT FACILITY               ;49061020091817;+:8QYG7G;39002;Terminated;ASSOCIATED BRITISH FOODS PLC;ABUG                ;40372;USD;Investment Credits;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SANLN;500004;ASSOCIATED BRITISH GBP 320 MM 14/10/08  ;+:8QYJ03;1110000611;SANLOYM-LLOYDS TSB BANK PLC,  ;CREDIT FACILITY               ;49061020091900;+:8QYJ8Z;39735;Terminated;ASSOCIATED BRITISH FOODS PLC;ABUG                ;40372;GBP;Investment Credits;TERMINATED;0;0;;;0;0;Revolver                                          ;
SAN  ;100010;4035011 CAY-4035011 SAN CAYMAN          ;+:97X7OX;4955051600000140;BANCO SANTANDER, S.A.         ;918M USD 27/08/10             ;1102010105700;+:97X7WJ;40417;Terminated;BANCO SANTANDER (BRASIL) SA, GRAND CAYMAN BRANCH;BRNK                ;40597;USD;Singular Import Finance;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100011;MEXICO SEMAR 3 72.3MM USD 12/02/10      ;+:9E15UJ;4917971600000400;BANCO SANTANDER, S.A.         ;MEXICO SEMAR 3 72.3 MM USD    ;29122010082200;+:9E15YH;40541;Terminated;UNITED MEXICAN STATES, MEXICO;8GMX                ;45289;USD;Buyer's Credit;TERMINATED;0;0;0;0;0;0;Term                                              ;
SAN  ;100002;ARENALES SOLAR EUR318MM 28/07/11(MIG(TB);+:B24JXP;4915001601189350;BANCO SANTANDER, S.A.         ;ARENALES-IVA-030              ;12032014102000;+:B24K34;40752;Closed;ARENALES SOLAR PS S.L.;AUI8                ;41848;EUR;Syndicated Credit Investment Portfolio;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
SAN  ;100002;ARENALES SOLAR EUR318MM 28/07/11(MIG(TB);+:B24JXP;4915001601189350;BANCO SANTANDER, S.A.         ;ARENALES-SEN-030              ;12032014102200;+:B24K71;40752;Closed;ARENALES SOLAR PS S.L.;AUI8                ;48029;EUR;Syndicated Loan Investment Portfolio;ACTIVE;227524727,48;56090973,37;227524727,48;56090973,37;0;0;Revolver/Term                                     ;
ABNTS;300006;WESTCOUNTRY HA LTD                      ;+!8I37NP;;ABBEY ANTS                    ;TRANCHE A                     ;41704090846;+!8I37OP;38601;Closed;WESTCOUNTRY HOUSING ASSOCIATION LIMITED;WHAN                ;49558;GBP;Loans - Long Term;ACTIVE;24000000;24000000;24000000;24000000;0;0;Term                                              ;
ABNTS;300006;WESTCOUNTRY HA LTD                      ;+!8I37NP;;ABBEY ANTS                    ;TRANCHE B                     ;41704090914;+!8I38CT;38601;Closed;WESTCOUNTRY HOUSING ASSOCIATION LIMITED;WHAN                ;49558;GBP;Loans - Long Term;ACTIVE;10000000;10000000;10000000;10000000;0;0;Term                                              ;
ABNTS;300006;WESTCOUNTRY HA LTD                      ;+!8I37NP;;ABBEY ANTS                    ;TRANCHE B                     ;41704090914;+!8I38CT;38601;Closed;WESTCOUNTRY HOUSING ASSOCIATION LIMITED;WHAN                ;49558;GBP;Loans - Revolving;ACTIVE;10000000;10000000;10000000;10000000;0;0;Term                                              ;
ABNTS;300006;WOMENS PIONEER 051222 GBP 8.20M SH1     ;+!8I3AZF;;ABBEY ANTS                    ;FACILITY B                    ;41811091222;.T8T5ME8;40116;Closed;WOMENS PIONEER HOUSING LTD;WPHL                ;50396;GBP;Loans - Long Term;ACTIVE;2760000;2760000;2760000;2760000;0;0;Term                                              ;
ABNTS;300006;WOMENS PIONEER 051222 GBP 8.20M SH1     ;+!8I3AZF;;ABBEY ANTS                    ;TRANCHE A                     ;41704091017;+!8I3B9L;38708;Closed;WOMENS PIONEER HOUSING LTD;WPHL                ;41355;GBP;Loans - Long Term;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
ABNTS;300006;WOMENS PIONEER 051222 GBP 8.20M SH1     ;+!8I3AZF;;ABBEY ANTS                    ;TRANCHE A                     ;41704091017;+!8I3B9L;38708;Closed;WOMENS PIONEER HOUSING LTD;WPHL                ;41355;GBP;Loans - Revolving;TERMINATED;0;0;0;0;0;0;Revolver                                          ;
